symptom_text,department,label
increased thirst sudden onset,Endocrinology,6
anxiety worsening at night,Psychiatry,9
vaginal discharge since 1 week,Gynecology,7
insomnia chronic,Psychiatry,9
excessive sweating worsening at night,Endocrinology,6
dialysis related chronic,Nephrology,12
infant not feeding since 1 week,Pediatrics,8
dialysis related sudden onset,Nephrology,12
diarrhea mild to moderate,Gastroenterology,4
general checkup since 1 week,General Medicine,13
vertigo with fever,ENT,11
skin rash mild to moderate,Dermatology,3
hair thinning sudden onset,Endocrinology,6
suicidal thoughts chronic,Psychiatry,9
foot pain in morning mild to moderate,Orthopedics,2
acne since 2 days,Dermatology,3
hip pain while walking since 1 week,Orthopedics,2
child vomiting mild to moderate,Pediatrics,8
bloating chronic,Gastroenterology,4
coughing blood sudden onset,Pulmonology,5
tingling in hands mild to moderate,Neurology,1
decreased urine output in the morning,Nephrology,12
fatigue chronic,Endocrinology,6
malaria symptoms with fever,General Medicine,13
newborn jaundice worsening at night,Pediatrics,8
vision blurring suddenly in the morning,Neurology,1
fever since 2 days,General Medicine,13
acne sudden onset,Dermatology,3
diabetes symptoms since 1 week,Endocrinology,6
decreased urine output mild to moderate,Nephrology,12
delayed milestones since 2 days,Pediatrics,8
foamy urine since 2 days,Nephrology,12
delayed milestones,Pediatrics,8
dizziness with fever,Neurology,1
squinting worsening at night,Ophthalmology,10
infant not feeding,Pediatrics,8
stress mild to moderate,Psychiatry,9
glaucoma symptoms,Ophthalmology,10
yellow eyes mild to moderate,Gastroenterology,4
breast lump,Gynecology,7
snoring in the morning,ENT,11
swollen face in morning since 2 days,Nephrology,12
snoring sudden onset,ENT,11
schizophrenia symptoms mild to moderate,Psychiatry,9
irregular periods since 1 week,Gynecology,7
coughing blood since 2 days,Pulmonology,5
blurry vision since 2 days,Ophthalmology,10
dizziness while climbing stairs mild to moderate,Cardiology,0
red eye worsening at night,Ophthalmology,10
fatigue in the morning,Endocrinology,6
numbness in face in the morning,Neurology,1
bone pain chronic,Orthopedics,2
child fever mild to moderate,Pediatrics,8
TB symptoms chronic,Pulmonology,5
general checkup after eating,General Medicine,13
suicidal thoughts in the morning,Psychiatry,9
cold and cough worsening at night,General Medicine,13
malaria symptoms worsening at night,General Medicine,13
itching since 1 week,Dermatology,3
numbness in face mild to moderate,Neurology,1
increased thirst worsening at night,Endocrinology,6
tonsillitis since 1 week,ENT,11
child rash since 2 days,Pediatrics,8
chest pressure mild to moderate,Cardiology,0
heart racing with fever,Cardiology,0
allergic skin reaction since 2 days,Dermatology,3
child ear pain chronic,Pediatrics,8
swollen wrist worsening at night,Orthopedics,2
ear pain worsening at night,ENT,11
dizziness after eating,Neurology,1
squinting chronic,Ophthalmology,10
fatigue with fever,General Medicine,13
frequent UTI sudden onset,Nephrology,12
squinting worsening at night,Ophthalmology,10
diarrhea with fever,Gastroenterology,4
liver pain mild to moderate,Gastroenterology,4
tonsillitis chronic,ENT,11
hearing loss mild to moderate,ENT,11
memory loss with fever,Neurology,1
hormonal imbalance worsening at night,Gynecology,7
malaria symptoms since 1 week,General Medicine,13
palpitations since 1 week,Cardiology,0
confusion worsening at night,Neurology,1
vertigo,ENT,11
sore throat mild to moderate,ENT,11
weakness,General Medicine,13
heart racing with fever,Cardiology,0
confusion since 2 days,Neurology,1
vomiting sudden onset,Gastroenterology,4
swollen face in morning after eating,Nephrology,12
increased thirst,Endocrinology,6
PCOD symptoms after eating,Gynecology,7
smoking related cough since 2 days,Pulmonology,5
blood in urine since 1 week,Nephrology,12
cough for 3 weeks since 1 week,Pulmonology,5
hair loss since 1 week,Dermatology,3
floaters in vision chronic,Ophthalmology,10
irregular periods mild to moderate,Gynecology,7
child rash in the morning,Pediatrics,8
schizophrenia symptoms in the morning,Psychiatry,9
cough for 3 weeks sudden onset,Pulmonology,5
suicidal thoughts chronic,Psychiatry,9
child rash,Pediatrics,8
sinusitis mild to moderate,ENT,11
shortness of breath sudden onset,Cardiology,0
heart racing with fever,Cardiology,0
glaucoma symptoms mild to moderate,Ophthalmology,10
blood in urine since 1 week,Nephrology,12
tingling in hands mild to moderate,Neurology,1
eye pain in the morning,Ophthalmology,10
ear pain chronic,ENT,11
fever,General Medicine,13
slurred speech,Neurology,1
mood swings sudden onset,Psychiatry,9
sore throat after eating,ENT,11
insomnia with fever,Psychiatry,9
chest congestion sudden onset,Pulmonology,5
ear pain since 2 days,ENT,11
skin rash chronic,Dermatology,3
numbness in face with fever,Neurology,1
irregular heartbeat since 2 days,Cardiology,0
vaginal discharge worsening at night,Gynecology,7
decreased urine output after eating,Nephrology,12
kidney pain mild to moderate,Nephrology,12
tonsillitis worsening at night,ENT,11
liver pain,Gastroenterology,4
malaria symptoms sudden onset,General Medicine,13
watery eyes sudden onset,Ophthalmology,10
chest tightness at rest,Cardiology,0
joint swelling since 2 days,Orthopedics,2
infant not feeding since 1 week,Pediatrics,8
ear pain with fever,ENT,11
body ache since 2 days,General Medicine,13
chest congestion chronic,Pulmonology,5
coughing blood chronic,Pulmonology,5
memory loss in the morning,Neurology,1
neck stiffness worsening at night,Orthopedics,2
vaginal discharge worsening at night,Gynecology,7
snoring chronic,ENT,11
vaginal discharge,Gynecology,7
tonsillitis since 1 week,ENT,11
vaccination worsening at night,Pediatrics,8
chest congestion with fever,Pulmonology,5
menopause symptoms worsening at night,Gynecology,7
numbness in face since 1 week,Neurology,1
infant not feeding mild to moderate,Pediatrics,8
sinusitis with fever,ENT,11
weakness worsening at night,General Medicine,13
slurred speech,Neurology,1
infant not feeding since 1 week,Pediatrics,8
fracture in the morning,Orthopedics,2
tonsillitis in the morning,ENT,11
OCD symptoms with fever,Psychiatry,9
darkening of skin since 1 week,Dermatology,3
infant not feeding since 1 week,Pediatrics,8
panic attacks sudden onset,Psychiatry,9
decreased urine output since 2 days,Nephrology,12
knee pain,Orthopedics,2
fracture worsening at night,Orthopedics,2
phobia mild to moderate,Psychiatry,9
hormonal imbalance,Gynecology,7
PCOD symptoms after eating,Gynecology,7
confusion worsening at night,Neurology,1
shortness of breath worsening at night,Cardiology,0
swollen face in morning sudden onset,Nephrology,12
fatigue after eating,General Medicine,13
itching in the morning,Dermatology,3
darkening of skin worsening at night,Dermatology,3
chest tightness at rest worsening at night,Cardiology,0
breathlessness at night worsening at night,Pulmonology,5
pelvic pain mild to moderate,Gynecology,7
infant not feeding since 2 days,Pediatrics,8
foamy urine in the morning,Nephrology,12
malaria symptoms,General Medicine,13
eye pain with fever,Ophthalmology,10
darkening of skin mild to moderate,Dermatology,3
back pain,Orthopedics,2
foot pain in morning mild to moderate,Orthopedics,2
shoulder stiffness worsening at night,Orthopedics,2
swollen face in morning with fever,Nephrology,12
kidney pain sudden onset,Nephrology,12
stomach pain in the morning,Gastroenterology,4
malaria symptoms chronic,General Medicine,13
TB symptoms since 1 week,Pulmonology,5
coughing blood since 2 days,Pulmonology,5
heart racing sudden onset,Cardiology,0
childhood asthma worsening at night,Pediatrics,8
phobia in the morning,Psychiatry,9
delayed milestones in the morning,Pediatrics,8
vaginal discharge with fever,Gynecology,7
liver pain in the morning,Gastroenterology,4
sore throat since 1 week,ENT,11
swollen wrist since 2 days,Orthopedics,2
dizziness while climbing stairs with fever,Cardiology,0
fatigue since 2 days,General Medicine,13
swollen face in morning sudden onset,Nephrology,12
back pain mild to moderate,Orthopedics,2
floaters in vision sudden onset,Ophthalmology,10
squinting since 1 week,Ophthalmology,10
kidney pain in the morning,Nephrology,12
breathlessness at night since 1 week,Pulmonology,5
breast lump since 2 days,Gynecology,7
increased thirst since 2 days,Endocrinology,6
frequent UTI since 1 week,Nephrology,12
red eye worsening at night,Ophthalmology,10
frequent UTI since 2 days,Nephrology,12
pregnancy symptoms with fever,Gynecology,7
shortness of breath mild to moderate,Cardiology,0
irregular periods after eating,Gynecology,7
malaria symptoms after eating,General Medicine,13
insulin resistance mild to moderate,Endocrinology,6
health certificate in the morning,General Medicine,13
insomnia,Psychiatry,9
dialysis related in the morning,Nephrology,12
typhoid symptoms with fever,General Medicine,13
yellow eyes with fever,Gastroenterology,4
memory loss after eating,Neurology,1
cataract with fever,Ophthalmology,10
thyroid swelling in the morning,Endocrinology,6
bloating since 1 week,Gastroenterology,4
TB symptoms after eating,Pulmonology,5
darkening of skin worsening at night,Dermatology,3
infant not feeding since 2 days,Pediatrics,8
wheezing since 2 days,Pulmonology,5
acne,Dermatology,3
nail discoloration with fever,Dermatology,3
chest congestion after eating,Pulmonology,5
seizures worsening at night,Neurology,1
increased thirst since 1 week,Endocrinology,6
chest pain sudden onset,Cardiology,0
child fever worsening at night,Pediatrics,8
infant not feeding since 2 days,Pediatrics,8
vomiting worsening at night,Gastroenterology,4
hearing loss mild to moderate,ENT,11
swollen face in morning mild to moderate,Nephrology,12
vaccination,Pediatrics,8
fatigue after eating,General Medicine,13
hair thinning,Endocrinology,6
darkening of skin since 1 week,Dermatology,3
cold and cough since 1 week,General Medicine,13
cough for 3 weeks since 2 days,Pulmonology,5
sudden weight gain since 2 days,Endocrinology,6
itching worsening at night,Dermatology,3
nasal congestion since 2 days,ENT,11
mood swings worsening at night,Psychiatry,9
decreased urine output after eating,Nephrology,12
vomiting in the morning,Gastroenterology,4
fracture since 2 days,Orthopedics,2
itching in the morning,Dermatology,3
nail discoloration since 2 days,Dermatology,3
PCOD symptoms after eating,Gynecology,7
hair thinning chronic,Endocrinology,6
chest pressure since 2 days,Cardiology,0
difficulty swallowing chronic,Gastroenterology,4
anxiety since 1 week,Psychiatry,9
newborn jaundice sudden onset,Pediatrics,8
thyroid swelling chronic,Endocrinology,6
child vomiting chronic,Pediatrics,8
blurry vision,Ophthalmology,10
neck stiffness,Orthopedics,2
weakness on one side since 2 days,Neurology,1
vertigo,ENT,11
phobia in the morning,Psychiatry,9
acne since 1 week,Dermatology,3
weakness,General Medicine,13
acid reflux with fever,Gastroenterology,4
eye pain since 2 days,Ophthalmology,10
blood in stool after eating,Gastroenterology,4
palpitations sudden onset,Cardiology,0
stomach pain since 1 week,Gastroenterology,4
increased thirst in the morning,Endocrinology,6
floaters in vision since 1 week,Ophthalmology,10
panic attacks after eating,Psychiatry,9
blurry vision since 2 days,Ophthalmology,10
nail discoloration chronic,Dermatology,3
irregular periods chronic,Gynecology,7
schizophrenia symptoms sudden onset,Psychiatry,9
bone pain worsening at night,Orthopedics,2
pregnancy symptoms,Gynecology,7
dizziness sudden onset,Neurology,1
fracture worsening at night,Orthopedics,2
runny nose in the morning,ENT,11
swollen ankles mild to moderate,Cardiology,0
phobia chronic,Psychiatry,9
foot pain in morning worsening at night,Orthopedics,2
slurred speech after eating,Neurology,1
dizziness chronic,Neurology,1
blood in stool with fever,Gastroenterology,4
tonsillitis in the morning,ENT,11
smoking related cough since 1 week,Pulmonology,5
palpitations in the morning,Cardiology,0
tingling in hands mild to moderate,Neurology,1
chest congestion,Pulmonology,5
nausea after eating,Gastroenterology,4
child vomiting with fever,Pediatrics,8
fatigue in the morning,General Medicine,13
OCD symptoms worsening at night,Psychiatry,9
cold intolerance mild to moderate,Endocrinology,6
vaginal discharge with fever,Gynecology,7
general checkup worsening at night,General Medicine,13
chest pressure mild to moderate,Cardiology,0
sudden weight gain chronic,Endocrinology,6
watery eyes with fever,Ophthalmology,10
kidney pain with fever,Nephrology,12
malaria symptoms after eating,General Medicine,13
cough for 3 weeks since 1 week,Pulmonology,5
nausea in the morning,Gastroenterology,4
stomach pain,Gastroenterology,4
bloating since 1 week,Gastroenterology,4
irregular periods sudden onset,Gynecology,7
nasal congestion with fever,ENT,11
boil on skin worsening at night,Dermatology,3
child rash,Pediatrics,8
red eye,Ophthalmology,10
chest pain after eating,Cardiology,0
depression worsening at night,Psychiatry,9
bloating in the morning,Gastroenterology,4
malaria symptoms worsening at night,General Medicine,13
increased thirst,Endocrinology,6
eye pain worsening at night,Ophthalmology,10
loss of appetite since 1 week,General Medicine,13
hearing loss worsening at night,ENT,11
acid reflux sudden onset,Gastroenterology,4
chest congestion mild to moderate,Pulmonology,5
squinting mild to moderate,Ophthalmology,10
blood in urine since 1 week,Nephrology,12
shortness of breath since 2 days,Cardiology,0
menopause symptoms worsening at night,Gynecology,7
chest congestion chronic,Pulmonology,5
body ache with fever,General Medicine,13
frequent chest infections after eating,Pulmonology,5
menopause symptoms,Gynecology,7
skin rash worsening at night,Dermatology,3
back pain since 1 week,Orthopedics,2
knee pain since 2 days,Orthopedics,2
back pain,Orthopedics,2
snoring chronic,ENT,11
glaucoma symptoms mild to moderate,Ophthalmology,10
numbness in face mild to moderate,Neurology,1
frequent UTI since 1 week,Nephrology,12
swollen face in morning sudden onset,Nephrology,12
shoulder stiffness mild to moderate,Orthopedics,2
OCD symptoms chronic,Psychiatry,9
eye pain since 1 week,Ophthalmology,10
depression worsening at night,Psychiatry,9
insulin resistance since 1 week,Endocrinology,6
kidney pain mild to moderate,Nephrology,12
constipation in the morning,Gastroenterology,4
joint swelling mild to moderate,Orthopedics,2
boil on skin sudden onset,Dermatology,3
boil on skin mild to moderate,Dermatology,3
sinusitis sudden onset,ENT,11
boil on skin worsening at night,Dermatology,3
glaucoma symptoms mild to moderate,Ophthalmology,10
bone pain in the morning,Orthopedics,2
anxiety in the morning,Psychiatry,9
excessive sweating worsening at night,Endocrinology,6
hair loss chronic,Dermatology,3
panic attacks in the morning,Psychiatry,9
shoulder stiffness since 2 days,Orthopedics,2
child ear pain sudden onset,Pediatrics,8
decreased urine output since 2 days,Nephrology,12
itching worsening at night,Dermatology,3
fainting with fever,Neurology,1
blurry vision chronic,Ophthalmology,10
vaccination chronic,Pediatrics,8
cold intolerance chronic,Endocrinology,6
pelvic pain worsening at night,Gynecology,7
difficulty swallowing sudden onset,Gastroenterology,4
constipation worsening at night,Gastroenterology,4
breathlessness at night since 1 week,Pulmonology,5
newborn jaundice in the morning,Pediatrics,8
bloating since 2 days,Gastroenterology,4
vomiting after eating,Gastroenterology,4
menstrual cramps worsening at night,Gynecology,7
red eye since 1 week,Ophthalmology,10
psoriasis patches mild to moderate,Dermatology,3
general checkup in the morning,General Medicine,13
newborn jaundice mild to moderate,Pediatrics,8
insulin resistance chronic,Endocrinology,6
vaginal discharge worsening at night,Gynecology,7
breast lump since 2 days,Gynecology,7
knee pain in the morning,Orthopedics,2
depression in the morning,Psychiatry,9
blood in stool since 2 days,Gastroenterology,4
child rash since 1 week,Pediatrics,8
eye pain since 2 days,Ophthalmology,10
cold intolerance worsening at night,Endocrinology,6
hip pain while walking in the morning,Orthopedics,2
shortness of breath after eating,Cardiology,0
increased thirst mild to moderate,Endocrinology,6
nail discoloration sudden onset,Dermatology,3
nail discoloration after eating,Dermatology,3
sore throat,ENT,11
child fever,Pediatrics,8
hearing loss mild to moderate,ENT,11
breathlessness on exertion in the morning,Cardiology,0
boil on skin with fever,Dermatology,3
chest pain in the morning,Cardiology,0
general checkup,General Medicine,13
nausea,Gastroenterology,4
chest tightness at rest since 2 days,Cardiology,0
vertigo,ENT,11
excessive sweating worsening at night,Endocrinology,6
child ear pain mild to moderate,Pediatrics,8
vaginal discharge with fever,Gynecology,7
yellow eyes with fever,Gastroenterology,4
allergic skin reaction in the morning,Dermatology,3
weakness after eating,General Medicine,13
coughing blood since 2 days,Pulmonology,5
foamy urine since 2 days,Nephrology,12
thyroid swelling mild to moderate,Endocrinology,6
frequent urination since 1 week,Endocrinology,6
acid reflux after eating,Gastroenterology,4
fainting since 1 week,Neurology,1
decreased urine output with fever,Nephrology,12
body ache worsening at night,General Medicine,13
watery eyes since 1 week,Ophthalmology,10
irregular heartbeat sudden onset,Cardiology,0
sinusitis since 2 days,ENT,11
snoring after eating,ENT,11
nasal congestion worsening at night,ENT,11
squinting sudden onset,Ophthalmology,10
child fever chronic,Pediatrics,8
chest pressure after eating,Cardiology,0
child vomiting sudden onset,Pediatrics,8
health certificate chronic,General Medicine,13
acid reflux after eating,Gastroenterology,4
OCD symptoms sudden onset,Psychiatry,9
irregular periods in the morning,Gynecology,7
acid reflux mild to moderate,Gastroenterology,4
cough for 3 weeks since 2 days,Pulmonology,5
increased thirst sudden onset,Endocrinology,6
knee pain since 1 week,Orthopedics,2
joint swelling,Orthopedics,2
schizophrenia symptoms,Psychiatry,9
eczema flare mild to moderate,Dermatology,3
dialysis related mild to moderate,Nephrology,12
darkening of skin since 1 week,Dermatology,3
palpitations with fever,Cardiology,0
insomnia chronic,Psychiatry,9
dizziness since 1 week,Neurology,1
liver pain since 1 week,Gastroenterology,4
fainting worsening at night,Neurology,1
confusion mild to moderate,Neurology,1
vertigo worsening at night,ENT,11
kidney pain after eating,Nephrology,12
diarrhea in the morning,Gastroenterology,4
vertigo chronic,ENT,11
decreased urine output chronic,Nephrology,12
weakness on one side since 1 week,Neurology,1
diarrhea in the morning,Gastroenterology,4
dizziness while climbing stairs chronic,Cardiology,0
shoulder stiffness sudden onset,Orthopedics,2
severe headache mild to moderate,Neurology,1
shoulder stiffness after eating,Orthopedics,2
severe headache sudden onset,Neurology,1
hair loss sudden onset,Dermatology,3
decreased urine output worsening at night,Nephrology,12
childhood asthma sudden onset,Pediatrics,8
difficulty swallowing with fever,Gastroenterology,4
swollen wrist chronic,Orthopedics,2
constipation mild to moderate,Gastroenterology,4
seizures with fever,Neurology,1
watery eyes chronic,Ophthalmology,10
phobia mild to moderate,Psychiatry,9
stomach pain chronic,Gastroenterology,4
psoriasis patches chronic,Dermatology,3
ear pain worsening at night,ENT,11
general checkup worsening at night,General Medicine,13
joint swelling sudden onset,Orthopedics,2
dizziness with fever,Neurology,1
swollen wrist since 2 days,Orthopedics,2
tonsillitis with fever,ENT,11
hip pain while walking after eating,Orthopedics,2
depression worsening at night,Psychiatry,9
menopause symptoms since 2 days,Gynecology,7
chest pain since 2 days,Cardiology,0
liver pain after eating,Gastroenterology,4
vomiting sudden onset,Gastroenterology,4
acid reflux sudden onset,Gastroenterology,4
chest congestion after eating,Pulmonology,5
fracture after eating,Orthopedics,2
OCD symptoms chronic,Psychiatry,9
breast lump since 1 week,Gynecology,7
infant not feeding since 2 days,Pediatrics,8
skin rash sudden onset,Dermatology,3
swollen face in morning,Nephrology,12
child vomiting after eating,Pediatrics,8
frequent chest infections with fever,Pulmonology,5
back pain with fever,Orthopedics,2
frequent chest infections chronic,Pulmonology,5
tingling in hands sudden onset,Neurology,1
PCOD symptoms chronic,Gynecology,7
vertigo since 2 days,ENT,11
swollen face in morning since 1 week,Nephrology,12
neck stiffness in the morning,Orthopedics,2
wheezing since 2 days,Pulmonology,5
cold and cough since 2 days,General Medicine,13
menstrual cramps with fever,Gynecology,7
childhood asthma since 2 days,Pediatrics,8
darkening of skin in the morning,Dermatology,3
foamy urine,Nephrology,12
vaccination with fever,Pediatrics,8
irregular periods chronic,Gynecology,7
chest congestion chronic,Pulmonology,5
tonsillitis with fever,ENT,11
chest pain since 2 days,Cardiology,0
smoking related cough,Pulmonology,5
constipation in the morning,Gastroenterology,4
tingling in hands mild to moderate,Neurology,1
blood in urine sudden onset,Nephrology,12
increased thirst since 2 days,Endocrinology,6
child vomiting sudden onset,Pediatrics,8
sinusitis since 1 week,ENT,11
difficulty swallowing sudden onset,Gastroenterology,4
swollen ankles since 1 week,Cardiology,0
dengue symptoms,General Medicine,13
vaginal discharge with fever,Gynecology,7
shoulder stiffness with fever,Orthopedics,2
watery eyes,Ophthalmology,10
heart racing since 1 week,Cardiology,0
boil on skin since 2 days,Dermatology,3
loss of appetite,General Medicine,13
breast lump sudden onset,Gynecology,7
dizziness while climbing stairs,Cardiology,0
swollen wrist worsening at night,Orthopedics,2
thyroid swelling in the morning,Endocrinology,6
depression after eating,Psychiatry,9
vaccination after eating,Pediatrics,8
floaters in vision since 2 days,Ophthalmology,10
floaters in vision since 2 days,Ophthalmology,10
hearing loss in the morning,ENT,11
eye pain with fever,Ophthalmology,10
child ear pain with fever,Pediatrics,8
red eye since 1 week,Ophthalmology,10
sinusitis mild to moderate,ENT,11
skin rash sudden onset,Dermatology,3
swollen face in morning since 2 days,Nephrology,12
heart racing chronic,Cardiology,0
vaccination with fever,Pediatrics,8
foamy urine since 1 week,Nephrology,12
dizziness while climbing stairs,Cardiology,0
bloating after eating,Gastroenterology,4
blood in urine sudden onset,Nephrology,12
stomach pain mild to moderate,Gastroenterology,4
asthma attack mild to moderate,Pulmonology,5
severe headache with fever,Neurology,1
acne worsening at night,Dermatology,3
dengue symptoms mild to moderate,General Medicine,13
acne sudden onset,Dermatology,3
menopause symptoms,Gynecology,7
seizures sudden onset,Neurology,1
pelvic pain,Gynecology,7
fracture mild to moderate,Orthopedics,2
slurred speech with fever,Neurology,1
hip pain while walking sudden onset,Orthopedics,2
child fever since 2 days,Pediatrics,8
boil on skin since 1 week,Dermatology,3
body ache with fever,General Medicine,13
weakness on one side since 1 week,Neurology,1
menopause symptoms worsening at night,Gynecology,7
bloating since 2 days,Gastroenterology,4
confusion chronic,Neurology,1
child vomiting mild to moderate,Pediatrics,8
vomiting after eating,Gastroenterology,4
excessive sweating in the morning,Endocrinology,6
blurry vision sudden onset,Ophthalmology,10
wheezing,Pulmonology,5
dizziness worsening at night,Neurology,1
vaccination in the morning,Pediatrics,8
ear pain since 1 week,ENT,11
memory loss since 1 week,Neurology,1
fainting since 1 week,Neurology,1
shortness of breath after eating,Cardiology,0
child rash since 1 week,Pediatrics,8
fatigue,Endocrinology,6
swollen wrist with fever,Orthopedics,2
vaccination mild to moderate,Pediatrics,8
mood swings in the morning,Psychiatry,9
bloating mild to moderate,Gastroenterology,4
pregnancy symptoms worsening at night,Gynecology,7
phobia worsening at night,Psychiatry,9
acne mild to moderate,Dermatology,3
stomach pain since 2 days,Gastroenterology,4
decreased urine output worsening at night,Nephrology,12
infant not feeding in the morning,Pediatrics,8
blood in urine,Nephrology,12
nasal congestion mild to moderate,ENT,11
PCOD symptoms in the morning,Gynecology,7
frequent UTI sudden onset,Nephrology,12
anxiety in the morning,Psychiatry,9
chest pressure,Cardiology,0
vision blurring suddenly since 2 days,Neurology,1
chest pressure since 1 week,Cardiology,0
fracture since 1 week,Orthopedics,2
vaccination since 2 days,Pediatrics,8
insomnia in the morning,Psychiatry,9
fatigue with fever,Endocrinology,6
chest tightness at rest chronic,Cardiology,0
diabetes symptoms in the morning,Endocrinology,6
eczema flare with fever,Dermatology,3
child rash chronic,Pediatrics,8
sinusitis with fever,ENT,11
dengue symptoms,General Medicine,13
menstrual cramps,Gynecology,7
decreased urine output since 2 days,Nephrology,12
chest congestion worsening at night,Pulmonology,5
wheezing chronic,Pulmonology,5
pregnancy symptoms since 1 week,Gynecology,7
joint swelling since 1 week,Orthopedics,2
child ear pain after eating,Pediatrics,8
child vomiting sudden onset,Pediatrics,8
itching mild to moderate,Dermatology,3
delayed milestones since 2 days,Pediatrics,8
coughing blood after eating,Pulmonology,5
thyroid swelling chronic,Endocrinology,6
palpitations since 2 days,Cardiology,0
chest pain,Cardiology,0
TB symptoms in the morning,Pulmonology,5
foot pain in morning since 1 week,Orthopedics,2
frequent chest infections after eating,Pulmonology,5
acid reflux after eating,Gastroenterology,4
panic attacks worsening at night,Psychiatry,9
swollen wrist,Orthopedics,2
pregnancy symptoms after eating,Gynecology,7
fatigue since 2 days,General Medicine,13
chest congestion chronic,Pulmonology,5
cough for 3 weeks worsening at night,Pulmonology,5
frequent UTI,Nephrology,12
blurry vision chronic,Ophthalmology,10
wheezing mild to moderate,Pulmonology,5
breast lump with fever,Gynecology,7
health certificate sudden onset,General Medicine,13
floaters in vision in the morning,Ophthalmology,10
seizures since 1 week,Neurology,1
breathlessness on exertion with fever,Cardiology,0
nail discoloration,Dermatology,3
watery eyes with fever,Ophthalmology,10
cough for 3 weeks after eating,Pulmonology,5
sinusitis,ENT,11
depression since 2 days,Psychiatry,9
severe headache mild to moderate,Neurology,1
blurry vision since 2 days,Ophthalmology,10
depression,Psychiatry,9
sinusitis mild to moderate,ENT,11
shoulder stiffness since 1 week,Orthopedics,2
nasal congestion in the morning,ENT,11
shoulder stiffness since 2 days,Orthopedics,2
phobia mild to moderate,Psychiatry,9
hair loss,Dermatology,3
hormonal imbalance with fever,Gynecology,7
memory loss since 2 days,Neurology,1
floaters in vision since 1 week,Ophthalmology,10
nail discoloration worsening at night,Dermatology,3
fracture since 1 week,Orthopedics,2
acne sudden onset,Dermatology,3
sinusitis since 2 days,ENT,11
eye pain in the morning,Ophthalmology,10
seizures with fever,Neurology,1
infant not feeding after eating,Pediatrics,8
childhood asthma with fever,Pediatrics,8
kidney pain chronic,Nephrology,12
fainting since 2 days,Neurology,1
diabetes symptoms,Endocrinology,6
irregular periods in the morning,Gynecology,7
child fever sudden onset,Pediatrics,8
foamy urine worsening at night,Nephrology,12
body ache with fever,General Medicine,13
palpitations sudden onset,Cardiology,0
vaginal discharge with fever,Gynecology,7
bone pain since 1 week,Orthopedics,2
dialysis related mild to moderate,Nephrology,12
red eye with fever,Ophthalmology,10
vertigo mild to moderate,ENT,11
pelvic pain,Gynecology,7
frequent urination since 2 days,Endocrinology,6
coughing blood since 1 week,Pulmonology,5
blurry vision with fever,Ophthalmology,10
infant not feeding since 2 days,Pediatrics,8
mood swings since 2 days,Psychiatry,9
vaccination chronic,Pediatrics,8
acne since 1 week,Dermatology,3
hair loss mild to moderate,Dermatology,3
blurry vision since 1 week,Ophthalmology,10
cataract worsening at night,Ophthalmology,10
chest tightness at rest in the morning,Cardiology,0
TB symptoms worsening at night,Pulmonology,5
pelvic pain worsening at night,Gynecology,7
red eye chronic,Ophthalmology,10
vision blurring suddenly since 1 week,Neurology,1
nail discoloration,Dermatology,3
dengue symptoms since 2 days,General Medicine,13
darkening of skin with fever,Dermatology,3
blurry vision since 1 week,Ophthalmology,10
irregular heartbeat mild to moderate,Cardiology,0
general checkup after eating,General Medicine,13
cold and cough mild to moderate,General Medicine,13
runny nose mild to moderate,ENT,11
confusion in the morning,Neurology,1
vertigo sudden onset,ENT,11
knee pain after eating,Orthopedics,2
skin rash with fever,Dermatology,3
palpitations with fever,Cardiology,0
panic attacks sudden onset,Psychiatry,9
dialysis related since 2 days,Nephrology,12
swollen face in morning mild to moderate,Nephrology,12
breathlessness on exertion since 1 week,Cardiology,0
ear pain mild to moderate,ENT,11
infant not feeding after eating,Pediatrics,8
swollen ankles worsening at night,Cardiology,0
suicidal thoughts,Psychiatry,9
mood swings mild to moderate,Psychiatry,9
breathlessness on exertion since 2 days,Cardiology,0
health certificate chronic,General Medicine,13
frequent UTI mild to moderate,Nephrology,12
foot pain in morning in the morning,Orthopedics,2
cold intolerance since 1 week,Endocrinology,6
eye pain since 1 week,Ophthalmology,10
TB symptoms sudden onset,Pulmonology,5
shortness of breath,Cardiology,0
watery eyes in the morning,Ophthalmology,10
chest congestion with fever,Pulmonology,5
breathlessness at night after eating,Pulmonology,5
slurred speech with fever,Neurology,1
tingling in hands since 2 days,Neurology,1
fever sudden onset,General Medicine,13
nasal congestion with fever,ENT,11
foot pain in morning after eating,Orthopedics,2
frequent urination since 2 days,Endocrinology,6
child ear pain mild to moderate,Pediatrics,8
mood swings,Psychiatry,9
back pain since 2 days,Orthopedics,2
constipation chronic,Gastroenterology,4
depression since 1 week,Psychiatry,9
fracture,Orthopedics,2
decreased urine output in the morning,Nephrology,12
pelvic pain since 2 days,Gynecology,7
heart racing after eating,Cardiology,0
asthma attack,Pulmonology,5
acne with fever,Dermatology,3
insomnia,Psychiatry,9
vaginal discharge sudden onset,Gynecology,7
fatigue chronic,Endocrinology,6
dizziness while climbing stairs in the morning,Cardiology,0
delayed milestones mild to moderate,Pediatrics,8
decreased urine output chronic,Nephrology,12
OCD symptoms sudden onset,Psychiatry,9
menstrual cramps,Gynecology,7
dialysis related with fever,Nephrology,12
fatigue chronic,Endocrinology,6
acid reflux mild to moderate,Gastroenterology,4
